objectid,bevoegd_gezag_nummer,brin_nummer,vestigingsnummer,vestigingsnaam,denominatie,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_3_jaar,lftd_4_jaar,lftd_5_jaar,lftd_6_jaar,lftd_7_jaar,lftd_8_jaar,lftd_9_jaar,lftd_10_jaar,lftd_11_jaar,lftd_12_jaar,lftd_13_jaar,lftd_14_jaar
1622,42561,14YB,14YB00,Openbare Basisschool de Barchschole,Openbaar,Beukenlaan,24,7244BB,BARCHEM,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,www.barchschole.nl,227157,460051,pc6hnrgeentoev,,172,0,27,12,23,20,22,26,23,16,3,0,0
1623,42587,05NO,05NO00,Protestants Christelijke Basisschool Cavaljeschool,Protestants-Christelijk,Veenderweg,2,6712AB,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.cavalje.nl,174143,450846,pc6hnrgeentoev,,226,0,22,25,28,27,31,34,31,24,4,0,0
1624,42587,10QL,10QL00,Christelyke Basisschool de Wingerd,Protestants-Christelijk,Heidelaan,25,6721CK,BENNEKOM,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.cnsdewingerd.nl,175058,446395,pc6hnrgeentoev,,177,0,8,16,25,18,24,21,25,33,7,0,0
1625,42587,11CT,11CT00,Basisschool Prins Constantijn,Protestants-Christelijk,Hofbeeklaan,41,6715EA,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.prconstantijn.nl,171762,450537,pc6hnrgeentoev,,134,0,14,9,12,27,14,11,24,18,5,0,0
1626,42587,11FA,11FA00,Wilhelminaschool,Protestants-Christelijk,Hogeweg,23,6721VD,BENNEKOM,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,174688,445439,pc6hnrgeentoev,,234,0,33,25,29,37,25,28,29,27,1,0,0
1627,42587,11PJ,11PJ00,Basisschool Prins Floris,Protestants-Christelijk,Catharinadaal,70,6715KD,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.florisschool.nl,172263,450188,pc6hnrgeentoev,,224,0,32,30,31,30,24,27,22,21,7,0,0
1628,42587,11RC,11RC00,CNS bassisschool Juliana,Protestants-Christelijk,Halderweg,43 -45,6721ZJ,BENNEKOM,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,174356,446088,pc6hnr,,207,0,21,23,25,20,17,36,26,32,7,0,0
1629,42587,12AM,12AM00,Basisschool Koningin Beatrix,Protestants-Christelijk,Mondriaanstraat,22,6717SB,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.koninginbeatrixschool.nl,173321,447846,pc6hnrgeentoev,,365,0,44,41,61,38,57,38,44,34,8,0,0
1630,42587,12JT,12JT00,Basisschool Groen van Prinsterer,Protestants-Christelijk,Korhoenlaan,6,6713BM,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.cnsgroenvanprinsterer.nl,173681,450212,pc6hnrgeentoev,,114,0,7,15,12,9,21,15,12,18,5,0,0
1631,42587,12YY,12YY00,Basisschool Louise de Coligny,Protestants-Christelijk,Ceelman van Ommerenweg,11,6711JD,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.delouise-ede.nl,175228,450079,pc6hnrgeentoev,,243,0,38,19,33,33,23,26,36,34,1,0,0
1632,42587,13KG,13KG00,Basisschool Oranje Nassau,Protestants-Christelijk,Anton Mauvestraat,10-A,6717JA,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,173941,448693,pc6hnrtoev,,173,0,22,14,18,28,23,23,19,24,2,0,0
1633,42587,13TF,13TF00,Basisschool de Dillenburg,Protestants-Christelijk,Boekhorst,2,6714JT,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.dedillenburg-ede.nl,172634,450851,pc6hnrgeentoev,,71,0,8,7,11,9,12,1,11,10,2,0,0
1634,42587,23PT,23PT00,Protestants Christelijke Basisschool de Brugge,Protestants-Christelijk,Wilsondreef,45,6716DN,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.debrugge-ede.nl,172524,448007,pc6hnrgeentoev,,403,0,52,42,41,45,59,50,56,52,6,0,0
1635,42587,23PU,23PU00,De Vlinderboom Protestants Christelijke Basisschool,Protestants-Christelijk,Spinozastate,1,6716PC,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.vlinderboom-ede.nl,171909,448172,pc6hnrgeentoev,,121,0,14,9,15,13,14,19,19,15,3,0,0
1636,42587,27JL,27JL00,Protestants Christelijke Basisschool De Meander,Protestants-Christelijk,Distelberg,1,6718EB,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.cnsdemeander.nl,172378,451635,pc6hnrgeentoev,,179,0,15,13,25,19,28,28,23,23,5,0,0
1637,42587,30JU,30JU00,De Vuursteen,Protestants-Christelijk,Amsterdamseweg,56,6712GJ,EDE GLD,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,www.devuursteen-ede.nl,173952,451418,pc6hnrgeentoev,,50,0,14,5,9,4,4,4,6,4,0,0,0
1638,42596,07XY,07XY00,Christelijke Nationale Basisschool De Regenboog,Protestants-Christelijk,Zuiderzeestraatweg West,77,8085AC,DOORNSPIJK,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,184149,492052,pc6hnrgeentoev,,160,0,14,15,17,13,18,22,28,29,4,0,0
1639,42596,11CK,11CK00,Wildemaetschool,Protestants-Christelijk,Schipluidenstraat,23,8081AN,ELBURG,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,www.dewildemaet.nl,185020,494994,pc6hnrgeentoev,,155,0,20,20,16,14,22,20,23,19,1,0,0
1640,42596,12AF,12AF00,Het Octaaf School voor christelijk basisonderwijs,Protestants-Christelijk,Weitakkerstraat,2,8081XX,ELBURG,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,186458,495840,pc6hnrgeentoev,,273,0,25,35,34,26,38,45,29,34,7,0,0
1641,42596,16WI,16WI00,Christelijke Basisschool De Duif,Protestants-Christelijk,Leisteenstraat,1,8084XE,'T HARDE,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,188132,492159,pc6hnrgeentoev,,241,0,43,31,32,30,30,33,20,21,1,0,0
1642,42596,16YI,16YI00,Petraschool,Protestants-Christelijk,Eperweg,81,8084HC,'T HARDE,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,www.cns-petra.nl,189032,491897,pc6hnrgeentoev,,79,0,11,12,7,8,10,3,16,11,1,0,0
1643,42596,21NK,21NK00,De Borchstee,Protestants-Christelijk,Achterweg,2,8081RV,ELBURG,230,ELBURG,Gelderland,GGD Noord- en Oost-Gelderland,www.deborchstee.nl,186846,495772,pc6hnrgeentoev,,307,0,33,41,44,39,46,33,41,26,4,0,0
1644,42616,05CP,05CP00,Rooms Katholieke Basisschool Sint Joseph,Rooms-Katholiek,Prins Clauslaan,36,7242GV,LOCHEM,262,LOCHEM,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,224592,463454,pc6hnrgeentoev,,230,0,27,30,17,28,32,26,35,31,4,0,0
1645,42616,05EF,05EF00,Rooms Katholieke Basisschool Martinus,Rooms-Katholiek,Kerklaan,12,7391AN,TWELLO,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.martinustwello.nl,203009,471473,pc6hnrgeentoev,,321,0,42,41,41,39,44,34,39,37,4,0,0
1646,42616,05EG,05EG00,Rooms Katholieke Basisschool De Kopermolen,Rooms-Katholiek,Kopermolenweg,8,7382BP,KLARENBEEK,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.dekopermolen.skbg.nl,202026,464851,pc6hnrgeentoev,,152,0,13,22,18,18,16,22,19,22,2,0,0
1647,42616,05JW,05JW00,Rooms Katholieke Basisschool Sint Martinus,Rooms-Katholiek,Deventerweg,18,7383AB,VOORST GEM VOORST,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,205810,467841,pc6hnrgeentoev,,84,0,10,9,6,9,5,14,8,21,2,0,0
1648,42616,06HV,06HV00,Rooms Katholieke Jozefschool voor Basisonderwijs,Rooms-Katholiek,Dijkstraat,6,7121ET,AALTEN,197,AALTEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,237082,438091,pc6hnrgeentoev,,226,0,35,23,34,22,32,23,23,28,6,0,0
1649,42616,06KK,06KK00,Rooms Katholieke Basisschool Sint Willibrordus,Rooms-Katholiek,Stationsstraat,4,7261AD,RUURLO,1859,BERKELLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.willibrordusruurlo.nl,227949,455565,pc6hnrgeentoev,,149,0,16,17,16,22,24,12,25,15,2,0,0
1650,42616,06PP,06PP00,Oecumenische Basisschool,Algemeen bijzonder,Troelstralaan,76,6971CT,BRUMMEN,213,BRUMMEN,Gelderland,GGD Noord- en Oost-Gelderland,www.oecumenischebs.skbg.nl,207674,456693,pc6hnrgeentoev,,166,0,22,20,20,19,23,25,19,14,4,0,0
1651,42616,07SQ,07SQ00,Rooms Katholieke Basisschool De Kleine Wereld,Rooms-Katholiek,Maarten Tromplaan,2,7391KH,TWELLO,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.xs4all.nl/~klwereld,204204,472017,pc6hnrgeentoev,,211,0,29,27,25,35,28,29,18,18,2,0,0
1652,42616,07SR,07SR00,Rooms Katholieke Basisschool De Vordering,Rooms-Katholiek,Het Jebbink,5,7251BH,VORDEN,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.devordering.nl,218298,457846,pc6hnrgeentoev,,115,0,19,17,12,16,10,12,12,16,1,0,0
1653,42616,07SY,07SY00,Basisschool De Vlier,Rooms-Katholiek,Vredenseweg,84,7101LR,WINTERSWIJK,294,WINTERSWIJK,Gelderland,GGD Noord- en Oost-Gelderland,www.devlier.skbg.nl,247565,443794,pc6hnrgeentoev,,190,0,21,28,20,27,23,31,18,18,4,0,0
1654,42616,08ZC,08ZC00,Basisschool St Jozef,Rooms-Katholiek,Schoolstraat,1,7101GB,WINTERSWIJK,294,WINTERSWIJK,Gelderland,GGD Noord- en Oost-Gelderland,http://jozefww.skbg.nl/,246275,443411,pc6hnrgeentoev,,212,0,24,15,31,23,26,34,30,23,6,0,0
1655,42616,10XB,10XB00,RK Basissch JF Kennedy,Rooms-Katholiek,Leeuweriklaan,21,7203JD,ZUTPHEN,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,www.jfk.skbg.nl,211227,462464,pc6hnrgeentoev,,275,0,28,36,33,29,34,36,35,38,6,0,0
1656,42616,11WI,11WI00,Rooms Katholieke Basisschool Walter Gillijns,Rooms-Katholiek,Rietbergstraat,2,7201GJ,ZUTPHEN,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,www.wgs.skbg.nl,210400,461040,pc6hnrgeentoev,,268,0,24,30,23,38,26,51,32,38,6,0,0
1657,42616,12FW,12FW00,Rooms Katholieke Basisschool de Achtsprong,Rooms-Katholiek,De Brink,126 -128,7206KD,ZUTPHEN,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,www.deachtsprong.skbg.nl,210562,459835,pc6hnr,,261,0,26,31,43,40,33,31,25,24,7,1,0
1658,42616,12OX,12OX00,Rooms Katholieke Basisschool de Scheperstee,Rooms-Katholiek,Landweer,2,7232CT,WARNSVELD,301,ZUTPHEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,212794,460994,pc6hnrgeentoev,,208,0,18,28,18,26,30,36,23,20,9,0,0
1659,42616,14ZA,14ZA00,Rooms Katholieke Basisschool Sint Antonius,Rooms-Katholiek,Kerkstraat,36,7396PH,TERWOLDE,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.antonius.skbg.nl,199286,474648,pc6hnrgeentoev,,73,0,13,10,12,2,4,10,11,9,2,0,0
1660,43304,04TU,04TU00,Basisschool Het Hoge,Protestants-Christelijk,Het Hoge,36,7251XX,VORDEN,1876,BRONCKHORST,Gelderland,GGD Noord- en Oost-Gelderland,www.hethoge.nl,218001,457667,pc6hnrgeentoev,,327,0,29,34,45,41,47,35,47,37,12,0,0
1661,43487,03VT,03VT00,Basisschool De Ruijter,Rooms-Katholiek,De Ruyterstraat,1,6551CH,WEURT,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,www.bsderuyter.nl,184306,429647,pc6hnrgeentoev,,162,0,20,18,15,19,29,21,18,16,6,0,0
1662,43487,06OK,06OK00,Rooms Katholieke Basisschool De Wegwijzer,Rooms-Katholiek,Molenstraat,1,6645BR,WINSSEN,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,176932,432735,pc6hnrgeentoev,,138,0,20,14,19,11,17,18,25,11,3,0,0
1663,43487,06TY,06TY00,Brede Basisschool De Fontein,Protestants-Christelijk,Koningstraat,5-K,6641KS,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,www.kidstoday.nl/fontein,180983,430290,pc6hnr,,136,0,13,11,15,18,15,17,27,16,4,0,0
1664,43487,06ZC,06ZC00,Rooms Katholieke Basisschool De Reuzepas,Rooms-Katholiek,Den Elt,17-C,6644EA,EWIJK,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,www.reuzepas.nl,179059,430894,pc6hnr,,278,0,21,30,33,32,37,44,33,40,8,0,0
1665,43487,09LR,09LR00,Basisschool De Kameleon,Rooms-Katholiek,Zanddonk,2,6641LT,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,181204,430664,pc6hnrgeentoev,,209,0,18,14,20,17,24,29,30,39,16,2,0
1666,43487,10XO,10XO00,Basisschool de Hoeven,Rooms-Katholiek,Akkersleep,1 -3,6641WR,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,181249,429829,pc6hnr,,448,0,41,37,54,47,54,56,72,75,12,0,0
1667,43487,21NO,21NO00,Openbare Basisschool De Peppel,Openbaar,Augustuslaan,22,6642AB,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,180668,429740,pc6hnrgeentoev,,297,0,30,29,44,41,33,47,32,39,2,0,0
1668,43487,24DR,24DR00,OBD De Dromedaris,Algemeen bijzonder,Wolfsbossingel,105,6642CM,BEUNINGEN GLD,209,BEUNINGEN,Gelderland,GGD Regio Nijmegen,www.dedromedaris.nl,181508,429376,pc6hnrgeentoev,,373,0,45,45,41,51,47,47,56,37,4,0,0
1669,45722,15CB,15CB00,Basisschool Eben Haezer,Reformatorisch,Zandenallee,18,7395PC,TEUGE,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,199451,473918,pc6hnrgeentoev,,216,0,31,27,14,21,25,36,27,33,2,0,0
1670,45722,29TM,29TM00,Basisschool Eben-Haezer,Reformatorisch,Gijsbrechtgaarde,110,7329CA,APELDOORN,200,APELDOORN,Gelderland,GGD Noord- en Oost-Gelderland,www.ebenhaezerschool.eu,196476,468327,pc6hnrgeentoev,,307,0,35,33,37,36,33,52,36,37,8,0,0
1671,45969,04MU,04MU00,Basisschool Ten Holtens Erve,Protestants-Christelijk,Middendijk,53,7397NC,NIJBROEK,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,201045,478676,pc6hnrgeentoev,,60,0,10,6,5,4,9,11,7,8,0,0,0
1672,45969,04UH,04UH00,De Zaaier,Protestants-Christelijk,Bleriotstraat,3,7395ML,TEUGE,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.cbsdezaaier.nl,200104,472270,pc6hnrgeentoev,,101,0,19,10,16,16,9,8,12,8,3,0,0
1673,45969,04VN,04VN00,De Oase,Protestants-Christelijk,Troelstralaan,3,7391LK,TWELLO,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.deoase-twello.nl,204184,471670,pc6hnrgeentoev,,161,0,20,19,14,20,24,20,22,20,2,0,0
1674,45969,05TZ,05TZ00,Christelijke Basisschool Sjaloom,Protestants-Christelijk,Kerkstraat,25,7383CB,VOORST GEM VOORST,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,www.pcbovoorst.nl,206863,465053,pc6hnrgeentoev,,91,0,8,11,10,15,11,11,8,11,6,0,0
1675,45969,07OC,07OC00,De Wingerd,Protestants-Christelijk,H.W. Iordensweg,9,7391KA,TWELLO,285,VOORST,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,204269,472426,pc6hnrgeentoev,,211,0,22,32,26,28,25,22,28,25,3,0,0
1676,46021,07OE,07OE00,Eben Haezerschool,Reformatorisch,Notaris van Aalstweg,4,4181BC,WAARDENBURG,304,NEERIJNEN,Gelderland,GGD Rivierenland,                                                                                ,145962,427304,pc6hnrgeentoev,,206,0,31,29,26,24,23,25,24,23,1,0,0
1677,46724,03UN,03UN00,Antonius,Rooms-Katholiek,Vicariestraat,2,7137MN,LIEVELDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.antoniuslievelde.nl,237840,447403,pc6hnrgeentoev,,116,0,8,16,6,15,13,19,21,17,1,0,0
1678,46724,05HW,05HW00,Sint Joseph-School,Rooms-Katholiek,Dorpsstraat,66,7136LN,ZIEUWENT,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.stjozefschoolzieuwent.com,232663,447276,pc6hnrgeentoev,,261,0,22,29,30,32,33,40,25,41,9,0,0
1679,46724,06ZO,06ZO00,Rooms Katholieke Basisschool Antonius,Rooms-Katholiek,Winterswijkseweg,20,7134NE,VRAGENDER,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.antoniusvragender.nl,239124,444866,pc6hnrgeentoev,,117,0,15,5,14,14,11,16,16,21,5,0,0
1680,46724,07BK,07BK00,Sint Canisiusschool,Rooms-Katholiek,Kerkstraat,44,7135JM,HARREVELD,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,232503,444068,pc6hnrgeentoev,,106,0,8,8,5,8,16,17,17,22,5,0,0
1681,46724,08NH,08NH00,Basisschool De Regenboog,Rooms-Katholiek,Planetenstraat,45,7131HB,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.basisschoolderegenboog.nl,236679,445662,pc6hnrgeentoev,,157,0,21,20,21,12,20,16,25,16,6,0,0
1682,46724,08RR,08RR00,Rooms Katholieke Basisschool St Theresia,Rooms-Katholiek,Waalderweg,20,7263RW,MARIENVELDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,229492,447708,pc6hnrgeentoev,,113,0,16,14,11,7,12,19,14,15,5,0,0
1683,46724,09MG,09MG00,Rooms Katholieke Basisschool Frans ten Bosch,Rooms-Katholiek,de Rode van Heeckerenstr,26,7131ER,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.franstenboschschool.nl,236793,444714,pc6hnrgeentoev,,203,0,14,23,22,30,26,26,22,32,8,0,0
1684,46724,10HC,10HC00,Basisschool Pastoor van Ars,Rooms-Katholiek,Oude Aaltenseweg,28,7131NZ,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.pastoorvanars.nl,235866,444294,pc6hnrgeentoev,,208,0,22,25,17,24,21,30,36,29,4,0,0
1685,46724,10XV,10XV00,Basissch St Jozef,Rooms-Katholiek,Schatbergstraat,81,7131GK,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,235110,444743,pc6hnrgeentoev,,207,0,21,21,29,18,24,30,30,30,4,0,0
1686,46724,11LO,11LO00,Basisschool Sint Joris,Rooms-Katholiek,Waterhoen,1,7132DK,LICHTENVOORDE,1586,OOST GELRE,Gelderland,GGD Noord- en Oost-Gelderland,www.st-jorisschool.nl,235090,444184,pc6hnrgeentoev,,269,0,33,32,37,36,38,32,39,19,3,0,0
1687,47100,03LT,03LT00,St Nicolaasschool,Rooms-Katholiek,Antoinette v Pinxterenln,4,6532CW,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.sint-nicolaasschool.nl,185926,425634,pc6hnrgeentoev,,275,0,39,34,38,28,36,32,36,27,5,0,0
1688,47100,05IE,05IE00,Rooms Katholieke Basisschool Brakkenstein,Rooms-Katholiek,Heemraadstraat,2,6525TH,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.bsbrakkenstein.nl,187614,424956,pc6hnrgeentoev,,280,0,42,39,37,30,30,32,30,36,4,0,0
1689,47100,12AR,12AR00,Basisschool de Hazesprong,Rooms-Katholiek,Bisonstraat,3,6531PT,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.hazesprong.nl,186523,426412,pc6hnrgeentoev,,491,0,64,67,53,57,77,59,55,54,5,0,0
1690,47100,12JY,12JY00,Basisschool Het Kleurrijk,Rooms-Katholiek,Thijmstraat,40-C,6531CS,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,186844,427284,pc6hnr,,129,0,19,15,16,14,18,14,13,16,4,0,0
1691,47100,12SK,12SK00,Basisschool de Sterredans,Rooms-Katholiek,Ubbergseveldweg,97,6522HE,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.sterredans.nl,189405,428023,pc6hnrgeentoev,,293,0,44,24,27,23,34,43,45,49,4,0,0
1692,47100,12ZD,12ZD00,Basisschool Montessorischool,Rooms-Katholiek,Heyendaalseweg,6,6524SL,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.montessorinijmegen.nl,188202,427485,pc6hnrgeentoev,,218,0,26,35,22,25,23,29,27,30,1,0,0
1693,47100,13EZ,13EZ00,Basisschool Klein Heyendaal,Rooms-Katholiek,Professor Huijbersstraat,1,6524NP,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.kleinheijendaal.nl,188231,427007,pc6hnrgeentoev,,456,0,53,56,56,61,58,61,51,53,7,0,0
1694,47100,13PH,13PH00,Basisschool Petrus Canisius,Rooms-Katholiek,St. Stevenskerkhof,37 -38,6511VZ,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,187735,428964,pc6hnr,,224,0,30,20,34,27,23,30,27,25,8,0,0
1695,47100,13PH,13PH01,Basisschool Petrus Canisius,Rooms-Katholiek,Cortenaerpad,32,6512GD,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,187344,427781,pc6hnrgeentoev,,211,0,32,15,28,28,22,24,30,21,11,0,0
1696,47100,13WR,13WR00,Basisschool De Kleine Wereld,Rooms-Katholiek,Newtonstraat,50,6533KG,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,www.dekleinewereldnijmegen.nl,186400,424857,pc6hnrgeentoev,,221,0,29,26,30,21,16,29,29,33,8,0,0
1697,47100,14AB,14AB00,Basisschool De Wieken,Rooms-Katholiek,Floraweg,69,6542KB,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,186252,427635,pc6hnrgeentoev,,196,0,36,39,20,15,21,22,18,18,7,0,0
1698,47100,14DI,14DI00,Basisschool Het Octaaf,Rooms-Katholiek,Fanfarestraat,51,6544NS,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,184550,427008,pc6hnrgeentoev,,346,0,39,40,42,42,44,48,32,42,15,2,0
1699,47100,14IW,14IW00,Basisschool de Akker,Rooms-Katholiek,Akkerlaan,40,6533BL,NIJMEGEN,268,NIJMEGEN,Gelderland,GGD Regio Nijmegen,                                                                                ,187179,426115,pc6hnrgeentoev,,382,0,45,58,43,49,56,47,33,47,4,0,0
1700,47438,15CF,15CF00,Basisschool met de Bijbel,Reformatorisch,Hoge Valkseweg,37,6741GK,LUNTEREN,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,175334,459010,pc6hnrgeentoev,,93,0,7,14,12,8,9,11,15,17,0,0,0
1701,47659,04WL,04WL00,Daltonschool St Joris,Rooms-Katholiek,Hoflaan,4,7271BR,BORCULO,1859,BERKELLAND,Gelderland,GGD Noord- en Oost-Gelderland,www.jorisschool.nl,232744,458859,pc6hnrgeentoev,,226,0,22,41,31,23,31,30,25,20,3,0,0
1702,47685,04WM,04WM00,School met de Bijbel Ruitenbeek,Reformatorisch,Ruitenbeekweg,111,6741HB,LUNTEREN,228,EDE,Gelderland,Hulpverlening Gelderland-Midden,                                                                                ,171873,459456,pc6hnrgeentoev,,90,0,13,11,11,15,6,7,12,15,0,0,0
1703,47932,07OX,07OX00,Christelijke Basisschool De Wegwijzer,Reformatorisch,Kerkplein,2-A,5317JT,NEDERHEMERT,297,ZALTBOMMEL,Gelderland,GGD Rivierenland,www.wegwijzernederhemert.nl,139876,419379,pc6hnr,,221,0,28,34,28,29,23,25,29,22,3,0,0
1704,48270,07OZ,07OZ00,Dr Lammerts van Buerenschool,Protestants-Christelijk,H. Piersonstraat,23,6671CK,ZETTEN,1734,OVERBETUWE,Gelderland,Hulpverlening Gelderland-Midden,www.lvburen.nl,177194,438287,pc6hnrgeentoev,,308,0,27,25,36,47,43,41,54,30,5,0,0
1705,50129,03LK,03LK00,Basisschool De Dobbelsteen,Rooms-Katholiek,Hofstraat,23,7071KA,ULFT,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,www.basisschooldobbelsteen.nl,222799,434189,pc6hnrgeentoev,,257,0,24,22,27,23,32,44,37,42,6,0,0
1706,50129,04XS,04XS00,Basissch De Borckeshof,Rooms-Katholiek,Terborgseweg,25,7084AC,BREEDENBROEK,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,229467,432463,pc6hnrgeentoev,,106,0,9,11,9,20,11,14,14,18,0,0,0
1707,50129,04XW,04XW00,Basisschool De Klimpaal,Rooms-Katholiek,St Lidwinastraat,1,7075AK,ETTEN GLD,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,220212,436856,pc6hnrgeentoev,,176,0,21,20,14,15,24,20,27,26,9,0,0
1708,50129,04YG,04YG00,Basisschool Pius X,Rooms-Katholiek,Hoofdstraat,35,7076AG,VARSSELDER,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,www.piusxvarsselder.nl,221867,433720,pc6hnrgeentoev,,87,0,7,10,13,8,13,10,12,13,1,0,0
1709,50129,05GL,05GL00,Rooms Katholieke Basisschool Sint Liborius,Rooms-Katholiek,Maurits Prinsstraat,25,7091CV,DINXPERLO,197,AALTEN,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,230558,431139,pc6hnrgeentoev,,166,0,26,19,18,17,21,22,24,17,2,0,0
1710,50129,06HE,06HE00,RK Mariaschool,Rooms-Katholiek,Neptunus,8,7071VG,ULFT,1509,OUDE IJSSELSTREEK,Gelderland,GGD Noord- en Oost-Gelderland,                                                                                ,223339,433380,pc6hnrgeentoev,,294,0,28,31,30,40,38,52,29,40,6,0,0
